partido,prin,year,legis,estado
PANAL,,2010,LX,Sinaloa
PRI,,2010,LX,Sinaloa
PANAL,,2010,LX,Sinaloa
PRI,,2010,LX,Sinaloa
PRD,,2010,LX,Sinaloa
PVEM,,2010,LX,Sinaloa
PAN,,2010,LX,Sinaloa
CONV,,2010,LX,Sinaloa
PRI,,2010,LX,Sinaloa
INDE,,2010,LX,Sinaloa
PT,,2010,LX,Sinaloa
PAN,,2010,LX,Sinaloa
PRI,,2010,LX,Sinaloa
PRD,,2010,LX,Sinaloa
PAN,,2010,LX,Sinaloa
PAN,I,2007,LIX,Sinaloa
PAN,II,2007,LIX,Sinaloa
PRI,III,2007,LIX,Sinaloa
PRI,IV,2007,LIX,Sinaloa
PRI,V,2007,LIX,Sinaloa
PRI,VI,2007,LIX,Sinaloa
PAN,VII,2007,LIX,Sinaloa
PRI,VIII,2007,LIX,Sinaloa
PAN,IX,2007,LIX,Sinaloa
PRI,X,2007,LIX,Sinaloa
PRI,XI,2007,LIX,Sinaloa
PRI,XII,2007,LIX,Sinaloa
PRI,XIII,2007,LIX,Sinaloa
PRI,XIV,2007,LIX,Sinaloa
PRI,XV,2007,LIX,Sinaloa
PRI,XVI,2007,LIX,Sinaloa
PRI,XVII,2007,LIX,Sinaloa
PRI,XVIII,2007,LIX,Sinaloa
PAN,XIX,2007,LIX,Sinaloa
PRI,XX,2007,LIX,Sinaloa
PRI,XXI,2007,LIX,Sinaloa
PRI,XXII,2007,LIX,Sinaloa
PAN,XXIII,2007,LIX,Sinaloa
PRI,XXIV,2007,LIX,Sinaloa
PRI,,2007,LIX,Sinaloa
PRI,,2007,LIX,Sinaloa
PRI,,2007,LIX,Sinaloa
PRI,,2007,LIX,Sinaloa
PRI,,2007,LIX,Sinaloa
PRI,,2007,LIX,Sinaloa
PAN,,2007,LIX,Sinaloa
PAN,,2007,LIX,Sinaloa
PAN,,2007,LIX,Sinaloa
PAN,,2007,LIX,Sinaloa
PAN,,2007,LIX,Sinaloa
PAN,,2007,LIX,Sinaloa
PAN,,2007,LIX,Sinaloa
PAN,,2007,LIX,Sinaloa
PRD,,2007,LIX,Sinaloa
PRD,,2007,LIX,Sinaloa
PRI,VI,2004,LVIII,Sinaloa
PRI,,2004,LVIII,Sinaloa
PRD,,2004,LVIII,Sinaloa
PRI,XXIII,2004,LVIII,Sinaloa
PRI,VIII,2004,LVIII,Sinaloa
PRI,,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PRD,,2004,LVIII,Sinaloa
PRI,VII,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PRI,XXI,2004,LVIII,Sinaloa
PAN,I,2004,LVIII,Sinaloa
PAN,XIX,2004,LVIII,Sinaloa
PRI,XX,2004,LVIII,Sinaloa
PRI,XV,2004,LVIII,Sinaloa
PRI,,2004,LVIII,Sinaloa
PRI,XIV,2004,LVIII,Sinaloa
PRI,XIII,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PRI,X,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PRI,XI,2004,LVIII,Sinaloa
PRI,XII,2004,LVIII,Sinaloa
PRI,IX,2004,LVIII,Sinaloa
PAN,XXIV,2004,LVIII,Sinaloa
PAN,XXII,2004,LVIII,Sinaloa
PRI,III,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PRI,XVII,2004,LVIII,Sinaloa
PRI,XVI,2004,LVIII,Sinaloa
PRD,XVIII,2004,LVIII,Sinaloa
PAN,V,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PT,,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PAN,,2004,LVIII,Sinaloa
PRI,II,2004,LVIII,Sinaloa
PRI,IV,2004,LVIII,Sinaloa
PRI,I,2001,LVII,Sinaloa
PRI,II,2001,LVII,Sinaloa
PRI,III,2001,LVII,Sinaloa
PRI,IV,2001,LVII,Sinaloa
PAN,V,2001,LVII,Sinaloa
PRI,VI,2001,LVII,Sinaloa
PRI,VII,2001,LVII,Sinaloa
PRI,VIII,2001,LVII,Sinaloa
PAN,IX,2001,LVII,Sinaloa
PRI,X,2001,LVII,Sinaloa
PRI,XI,2001,LVII,Sinaloa
PRI,XII,2001,LVII,Sinaloa
PRI,XIII,2001,LVII,Sinaloa
PRI,XIV,2001,LVII,Sinaloa
PRI,XV,2001,LVII,Sinaloa
PRI,XVI,2001,LVII,Sinaloa
PRI,XVII,2001,LVII,Sinaloa
PRI,XVIII,2001,LVII,Sinaloa
PT,XIX,2001,LVII,Sinaloa
PRI,XX,2001,LVII,Sinaloa
PRI,XXI,2001,LVII,Sinaloa
PRI,XXII,2001,LVII,Sinaloa
PAN,XXIII,2001,LVII,Sinaloa
PRI,XXIV,2001,LVII,Sinaloa
PRI,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PAN,,2001,LVII,Sinaloa
PRD,,2001,LVII,Sinaloa
PRD,,2001,LVII,Sinaloa
PRD,,2001,LVII,Sinaloa
PT,,2001,LVII,Sinaloa
PT,,2001,LVII,Sinaloa
PBS,,2001,LVII,Sinaloa
PAN,I,2012,LX,Sonora
PAN,II,2012,LX,Sonora
PAN,III,2012,LX,Sonora
PRI,IV,2012,LX,Sonora
PAN,V,2012,LX,Sonora
PRI,VI,2012,LX,Sonora
PRI,VII,2012,LX,Sonora
PAN,VIII,2012,LX,Sonora
PAN,IX,2012,LX,Sonora
PAN,X,2012,LX,Sonora
PAN,XI,2012,LX,Sonora
PAN,XII,2012,LX,Sonora
PRI,XIII,2012,LX,Sonora
PRI,XIV,2012,LX,Sonora
PRI,XV,2012,LX,Sonora
PRI,XVI,2012,LX,Sonora
PRI,XVIII,2012,LX,Sonora
PAN,XIX,2012,LX,Sonora
PAN,XX,2012,LX,Sonora
PVEM,XXI,2012,LX,Sonora
PAN,,2012,LX,Sonora
PANAL,,2012,LX,Sonora
PAN,,2012,LX,Sonora
PAN,,2012,LX,Sonora
PVEM,,2012,LX,Sonora
PRD,,2012,LX,Sonora
PRI,,2012,LX,Sonora
PRI,,2012,LX,Sonora
PRI,,2012,LX,Sonora
PVEM,,2012,LX,Sonora
PRD,,2012,LX,Sonora
PAN,I,2009,LIX,Sonora
PRI,II,2009,LIX,Sonora
PAN,III,2009,LIX,Sonora
PAN,IV,2009,LIX,Sonora
PAN,V,2009,LIX,Sonora
PANAL,VI,2009,LIX,Sonora
PAN,VII,2009,LIX,Sonora
PRI,VIII,2009,LIX,Sonora
PAN,IX,2009,LIX,Sonora
PVEM,X,2009,LIX,Sonora
PRI,XI,2009,LIX,Sonora
PRI,XII,2009,LIX,Sonora
PRI,XIII,2009,LIX,Sonora
PAN,XIV,2009,LIX,Sonora
PRI,XV,2009,LIX,Sonora
PAN,XVI,2009,LIX,Sonora
PAN,XVII,2009,LIX,Sonora
PRI,XVIII,2009,LIX,Sonora
PRI,XIX,2009,LIX,Sonora
PRI,XX,2009,LIX,Sonora
PRI,XXI,2009,LIX,Sonora
PRD,,2009,LIX,Sonora
PRI,,2009,LIX,Sonora
PRI,,2009,LIX,Sonora
PAN,,2009,LIX,Sonora
PAN,,2009,LIX,Sonora
PAN,,2009,LIX,Sonora
PAN,,2009,LIX,Sonora
PAN,,2009,LIX,Sonora
PANAL,,2009,LIX,Sonora
PRD,,2009,LIX,Sonora
PVEM,,2009,LIX,Sonora
PANAL,,2009,LIX,Sonora
PAN,I,2006,LVIII,Sonora
PRI,II,2006,LVIII,Sonora
PAN,III,2006,LVIII,Sonora
PAN,IV,2006,LVIII,Sonora
PRI,V,2006,LVIII,Sonora
PRI,VI,2006,LVIII,Sonora
PAN,VII,2006,LVIII,Sonora
PAN,VIII,2006,LVIII,Sonora
PRI,IX,2006,LVIII,Sonora
PRI,X,2006,LVIII,Sonora
PRI,XI,2006,LVIII,Sonora
PAN,XII,2006,LVIII,Sonora
PRI,XIII,2006,LVIII,Sonora
PRI,XIV,2006,LVIII,Sonora
PRI,XV,2006,LVIII,Sonora
PRI,XVI,2006,LVIII,Sonora
PRI,XVII,2006,LVIII,Sonora
PNA,XVIII,2006,LVIII,Sonora
PRI,XIX,2006,LVIII,Sonora
PAN,XX,2006,LVIII,Sonora
PRI,XXI,2006,LVIII,Sonora
PT,,2006,LVIII,Sonora
PNA,,2006,LVIII,Sonora
PRI,,2006,LVIII,Sonora
PAN,,2006,LVIII,Sonora
PRD,,2006,LVIII,Sonora
PRD,,2006,LVIII,Sonora
PRD,,2006,LVIII,Sonora
PAN,,2006,LVIII,Sonora
PAN,,2006,LVIII,Sonora
PAN,,2006,LVIII,Sonora
PAN,,2006,LVIII,Sonora
PAN,,2006,LVIII,Sonora
PAN,I,2003,LVII,Sonora
PRI,II,2003,LVII,Sonora
PRI,III,2003,LVII,Sonora
PRI,IV,2003,LVII,Sonora
PRI,V,2003,LVII,Sonora
PRI,VI,2003,LVII,Sonora
PRI,VII,2003,LVII,Sonora
PRI,VIII,2003,LVII,Sonora
PRI,IX,2003,LVII,Sonora
PAN,X,2003,LVII,Sonora
PRI,XI,2003,LVII,Sonora
PAN,XII,2003,LVII,Sonora
PAN,XIII,2003,LVII,Sonora
PAN,XIV,2003,LVII,Sonora
PRI,XV,2003,LVII,Sonora
PRI,XVI,2003,LVII,Sonora
PRI,XVII,2003,LVII,Sonora
PAN,XVIII,2003,LVII,Sonora
PRI,XIX,2003,LVII,Sonora
PRI,XX,2003,LVII,Sonora
PRI,XXI,2003,LVII,Sonora
PRI,,2003,LVII,Sonora
PRI,,2003,LVII,Sonora
PAN,,2003,LVII,Sonora
PAN,,2003,LVII,Sonora
PAN,,2003,LVII,Sonora
PAN,,2003,LVII,Sonora
PAN,,2003,LVII,Sonora
PAN,,2003,LVII,Sonora
PRD,,2003,LVII,Sonora
PRD,,2003,LVII,Sonora
PAN,I,2000,LVI,Sonora
PRI,II,2000,LVI,Sonora
PAN,III,2000,LVI,Sonora
PAN,IV,2000,LVI,Sonora
PRI,V,2000,LVI,Sonora
PAN,VI,2000,LVI,Sonora
PAN,VII,2000,LVI,Sonora
PRI,VIII,2000,LVI,Sonora
PRI,IX,2000,LVI,Sonora
PRI,X,2000,LVI,Sonora
PRI,XI,2000,LVI,Sonora
PAN,XII,2000,LVI,Sonora
PAN,XIII,2000,LVI,Sonora
PAN,XIV,2000,LVI,Sonora
PRD,XV,2000,LVI,Sonora
PRI,XVI,2000,LVI,Sonora
PRI,XVII,2000,LVI,Sonora
PRD,XVIII,2000,LVI,Sonora
PRI,XIX,2000,LVI,Sonora
PRI,XX,2000,LVI,Sonora
PRI,XXI,2000,LVI,Sonora
PAN,,2000,LVI,Sonora
PAN,,2000,LVI,Sonora
PAN,,2000,LVI,Sonora
PAN,,2000,LVI,Sonora
PAN,,2000,LVI,Sonora
PRD,,2000,LVI,Sonora
PRD,,2000,LVI,Sonora
PRI,,2000,LVI,Sonora
PRI,,2000,LVI,Sonora
PRI,,2000,LVI,Sonora
PRI,,2000,LVI,Sonora
PRI,,2000,LVI,Sonora
PRI,,2010,LX,Tabasco
PRI,XIX,2010,LX,Tabasco
PRI,III,2010,LX,Tabasco
PRI,XXI,2010,LX,Tabasco
PRI,XIV,2010,LX,Tabasco
PRI,V,2010,LX,Tabasco
PRI,,2010,LX,Tabasco
PRI,VI,2010,LX,Tabasco
PRI,,2010,LX,Tabasco
PRI,XVII,2010,LX,Tabasco
PRI,IX,2010,LX,Tabasco
PRI,II,2010,LX,Tabasco
PRI,XIII,2010,LX,Tabasco
PRI,IV,2010,LX,Tabasco
PRI,VII,2010,LX,Tabasco
PRI,,2010,LX,Tabasco
PRI,,2010,LX,Tabasco
PRI,,2010,LX,Tabasco
PRD,,2010,LX,Tabasco
PRD,XV,2010,LX,Tabasco
PRD,,2010,LX,Tabasco
PRD,XII,2010,LX,Tabasco
PRD,X,2010,LX,Tabasco
PRD,XVIII,2010,LX,Tabasco
PRD,,2010,LX,Tabasco
PRD,,2010,LX,Tabasco
PRD,XX,2010,LX,Tabasco
PRD,XVI,2010,LX,Tabasco
PRD,,2010,LX,Tabasco
PAN,,2010,LX,Tabasco
PAN,VIII,2010,LX,Tabasco
PAN,I,2010,LX,Tabasco
PT,,2010,LX,Tabasco
PT,,2010,LX,Tabasco
PANAL,XI,2010,LX,Tabasco
PRI,I,2007,LIX,Tabasco
PRD,II,2007,LIX,Tabasco
PRD,III,2007,LIX,Tabasco
PRI,IV,2007,LIX,Tabasco
PRI,V,2007,LIX,Tabasco
PRD,VI,2007,LIX,Tabasco
PRI,VII,2007,LIX,Tabasco
PRI,VIII,2007,LIX,Tabasco
PRD,IX,2007,LIX,Tabasco
PRI,X,2007,LIX,Tabasco
PRD,XI,2007,LIX,Tabasco
PRD,XII,2007,LIX,Tabasco
PRD,XIII,2007,LIX,Tabasco
PRD,XIV,2007,LIX,Tabasco
PRD,XV,2007,LIX,Tabasco
PRI,XVI,2007,LIX,Tabasco
PRI,XVII,2007,LIX,Tabasco
PRI,XVIII,2007,LIX,Tabasco
PRI,XIX,2007,LIX,Tabasco
PRI,XX,2007,LIX,Tabasco
PRI,XXI,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRI,,2007,LIX,Tabasco
PRD,,2007,LIX,Tabasco
PRD,,2007,LIX,Tabasco
PRD,,2007,LIX,Tabasco
PRD,,2007,LIX,Tabasco
PAN,,2007,LIX,Tabasco
PRD,I,2004,LVIII,Tabasco
PRD,II,2004,LVIII,Tabasco
PRD,XIX,2004,LVIII,Tabasco
PRD,III,2004,LVIII,Tabasco
PRD,XX,2004,LVIII,Tabasco
PRD,VII,2004,LVIII,Tabasco
PRD,IX,2004,LVIII,Tabasco
PRD,XIX,2004,LVIII,Tabasco
PRD,XII,2004,LVIII,Tabasco
PRD,XIII,2004,LVIII,Tabasco
PRD,VII,2004,LVIII,Tabasco
PRD,,2004,LVIII,Tabasco
PRD,,2004,LVIII,Tabasco
PRD,,2004,LVIII,Tabasco
PRD,,2004,LVIII,Tabasco
PRD,,2004,LVIII,Tabasco
PRD,,2004,LVIII,Tabasco
PRI,IV,2004,LVIII,Tabasco
PRI,V,2004,LVIII,Tabasco
PRI,XXI,2004,LVIII,Tabasco
PRI,VI,2004,LVIII,Tabasco
PRI,VIII,2004,LVIII,Tabasco
PRI,X,2004,LVIII,Tabasco
PRI,XIV,2004,LVIII,Tabasco
PRI,XV,2004,LVIII,Tabasco
PRI,XVI,2004,LVIII,Tabasco
PRI,,2004,LVIII,Tabasco
PRI,,2004,LVIII,Tabasco
PRI,,2004,LVIII,Tabasco
PRI,,2004,LVIII,Tabasco
PRI,,2004,LVIII,Tabasco
PAN,,2004,LVIII,Tabasco
PAN,XVIII,2004,LVIII,Tabasco
PAN,,2004,LVIII,Tabasco
PVEM,,2004,LVIII,Tabasco
PRI,I,2001,LVII,Tabasco
PRD,II,2001,LVII,Tabasco
PRI,III,2001,LVII,Tabasco
PRD,IV,2001,LVII,Tabasco
PRI,V,2001,LVII,Tabasco
PRD,VI,2001,LVII,Tabasco
PRI,VII,2001,LVII,Tabasco
PRI,VIII,2001,LVII,Tabasco
PRI,IX,2001,LVII,Tabasco
PRI,X,2001,LVII,Tabasco
PRD,XI,2001,LVII,Tabasco
PRD,XII,2001,LVII,Tabasco
PRI,XIII,2001,LVII,Tabasco
PRI,XIV,2001,LVII,Tabasco
PRD,XV,2001,LVII,Tabasco
PRI,XVI,2001,LVII,Tabasco
PRI,XVII,2001,LVII,Tabasco
PRI,XVIII,2001,LVII,Tabasco
PRI,,2001,LVII,Tabasco
PRI,,2001,LVII,Tabasco
PRI,,2001,LVII,Tabasco
PRI,,2001,LVII,Tabasco
PAN,,2001,LVII,Tabasco
PAN,,2001,LVII,Tabasco
PRD,,2001,LVII,Tabasco
PRD,,2001,LVII,Tabasco
PRD,,2001,LVII,Tabasco
PRD,,2001,LVII,Tabasco
PRD,,2001,LVII,Tabasco
PRD,,2001,LVII,Tabasco
PT,,2001,LVII,Tabasco
PAN,V,2011,LX,Tlaxcala
PAN,VIII,2011,LX,Tlaxcala
PAN,XII,2011,LX,Tlaxcala
PAN,XIII,2011,LX,Tlaxcala
PAN,XV,2011,LX,Tlaxcala
PAN,XVII,2011,LX,Tlaxcala
PAN,XVIII,2011,LX,Tlaxcala
PAN,,2011,LX,Tlaxcala
PAN,,2011,LX,Tlaxcala
PRI,I,2011,LX,Tlaxcala
PRI,II,2011,LX,Tlaxcala
PRI,III,2011,LX,Tlaxcala
PRI,IV,2011,LX,Tlaxcala
PRI,VII,2011,LX,Tlaxcala
PRI,X,2011,LX,Tlaxcala
PRI,XI,2011,LX,Tlaxcala
PRI,XIV,2011,LX,Tlaxcala
PRI,XIX,2011,LX,Tlaxcala
PRI,,2011,LX,Tlaxcala
PRD,VI,2011,LX,Tlaxcala
PRD,,2011,LX,Tlaxcala
PRD,,2011,LX,Tlaxcala
PRD,,2011,LX,Tlaxcala
PT,,2011,LX,Tlaxcala
PT,,2011,LX,Tlaxcala
PT,,2011,LX,Tlaxcala
PS,,2011,LX,Tlaxcala
CONV,IX,2011,LX,Tlaxcala
PANAL,,2011,LX,Tlaxcala
PAC,,2011,LX,Tlaxcala
PVEM,XVI,2011,LX,Tlaxcala
S/P,,2011,LX,Tlaxcala
PAN,I,2008,LIX,Tlaxcala
PAN,II,2008,LIX,Tlaxcala
PAN,III,2008,LIX,Tlaxcala
PAN,IV,2008,LIX,Tlaxcala
PRD,V,2008,LIX,Tlaxcala
PRD,VI,2008,LIX,Tlaxcala
PRD,VII,2008,LIX,Tlaxcala
PRD,VIII,2008,LIX,Tlaxcala
PAN,IX,2008,LIX,Tlaxcala
PAN,X,2008,LIX,Tlaxcala
PAN,XI,2008,LIX,Tlaxcala
PAN,XII,2008,LIX,Tlaxcala
PRD,XIII,2008,LIX,Tlaxcala
PAN,XIV,2008,LIX,Tlaxcala
PAN,XV,2008,LIX,Tlaxcala
PAN,XVI,2008,LIX,Tlaxcala
PAN,XVII,2008,LIX,Tlaxcala
PAN,XVIII,2008,LIX,Tlaxcala
PAN,XIX,2008,LIX,Tlaxcala
PRI,,2008,LIX,Tlaxcala
PRI,,2008,LIX,Tlaxcala
PVEM,,2008,LIX,Tlaxcala
PRI,,2008,LIX,Tlaxcala
PRD,,2008,LIX,Tlaxcala
PRD,,2008,LIX,Tlaxcala
PRD,,2008,LIX,Tlaxcala
PT,,2008,LIX,Tlaxcala
PT,,2008,LIX,Tlaxcala
CONV,,2008,LIX,Tlaxcala
PANAL,,2008,LIX,Tlaxcala
S/P,,2008,LIX,Tlaxcala
PS,,2008,LIX,Tlaxcala
PRI,I,2005,LVIII,Tlaxcala
PRI,II,2005,LVIII,Tlaxcala
PRI,III,2005,LVIII,Tlaxcala
PRD,IV,2005,LVIII,Tlaxcala
PAN,V,2005,LVIII,Tlaxcala
PRD,VI,2005,LVIII,Tlaxcala
PRD,VII,2005,LVIII,Tlaxcala
PRD,VIII,2005,LVIII,Tlaxcala
PRI,IX,2005,LVIII,Tlaxcala
PRI,X,2005,LVIII,Tlaxcala
PAN,XI,2005,LVIII,Tlaxcala
PRI,XII,2005,LVIII,Tlaxcala
PAN,XIII,2005,LVIII,Tlaxcala
PRD,XIV,2005,LVIII,Tlaxcala
PRI,XV,2005,LVIII,Tlaxcala
PRD,XVI,2005,LVIII,Tlaxcala
PRD,XVII,2005,LVIII,Tlaxcala
PRI,XVIII,2005,LVIII,Tlaxcala
PRD,XIX,2005,LVIII,Tlaxcala
PAN,,2005,LVIII,Tlaxcala
PAN,,2005,LVIII,Tlaxcala
PAN,,2005,LVIII,Tlaxcala
PRI,,2005,LVIII,Tlaxcala
PRI,,2005,LVIII,Tlaxcala
PRD,,2005,LVIII,Tlaxcala
PRD,,2005,LVIII,Tlaxcala
PT,,2005,LVIII,Tlaxcala
PT,,2005,LVIII,Tlaxcala
PT,,2005,LVIII,Tlaxcala
PVEM,,2005,LVIII,Tlaxcala
PC,,2005,LVIII,Tlaxcala
PCDT,,2005,LVIII,Tlaxcala
PRI,I,2002,LVII,Tlaxcala
PRI,II,2002,LVII,Tlaxcala
PRI,III,2002,LVII,Tlaxcala
PRD,IV,2002,LVII,Tlaxcala
PRI,V,2002,LVII,Tlaxcala
PRI,VI,2002,LVII,Tlaxcala
PRD,VII,2002,LVII,Tlaxcala
PRD,VIII,2002,LVII,Tlaxcala
PRI,IX,2002,LVII,Tlaxcala
PRI,X,2002,LVII,Tlaxcala
PRI,XI,2002,LVII,Tlaxcala
PRI,XII,2002,LVII,Tlaxcala
PRI,XIII,2002,LVII,Tlaxcala
PRI,XIV,2002,LVII,Tlaxcala
PRD,XV,2002,LVII,Tlaxcala
PRD,XVI,2002,LVII,Tlaxcala
PRI,XVII,2002,LVII,Tlaxcala
PRD,XVIII,2002,LVII,Tlaxcala
PRI,XIX,2002,LVII,Tlaxcala
PAN,,2002,LVII,Tlaxcala
PAN,,2002,LVII,Tlaxcala
PAN,,2002,LVII,Tlaxcala
PRD,,2002,LVII,Tlaxcala
PRD,,2002,LVII,Tlaxcala
PRD,,2002,LVII,Tlaxcala
PRD,,2002,LVII,Tlaxcala
PRD,,2002,LVII,Tlaxcala
PRD,,2002,LVII,Tlaxcala
PT,,2002,LVII,Tlaxcala
PT,,2002,LVII,Tlaxcala
PVEM,,2002,LVII,Tlaxcala
CDPPN,,2002,LVII,Tlaxcala
PRI,I,2013,LXIII,Veracruz
PAN,II,2013,LXIII,Veracruz
PRI,III,2013,LXIII,Veracruz
PAN,IV,2013,LXIII,Veracruz
PRI,V,2013,LXIII,Veracruz
PRI,VI,2013,LXIII,Veracruz
PRI,VII,2013,LXIII,Veracruz
PANAL,VIII,2013,LXIII,Veracruz
PRI,IX,2013,LXIII,Veracruz
PRI,X,2013,LXIII,Veracruz
PRI,XI,2013,LXIII,Veracruz
PRI,XII,2013,LXIII,Veracruz
PRI,XIII,2013,LXIII,Veracruz
PANAL,XIV,2013,LXIII,Veracruz
PAN,XV,2013,LXIII,Veracruz
PAN,XVI,2013,LXIII,Veracruz
PRI,XVII,2013,LXIII,Veracruz
PRI,XVIII,2013,LXIII,Veracruz
PRI,XIX,2013,LXIII,Veracruz
PRI,XX,2013,LXIII,Veracruz
PRI,XXI,2013,LXIII,Veracruz
PRI,XXII,2013,LXIII,Veracruz
PANAL,XXIII,2013,LXIII,Veracruz
PVEM,XXIV,2013,LXIII,Veracruz
PRI,XXV,2013,LXIII,Veracruz
PVEM,XXVI,2013,LXIII,Veracruz
PRI,XXVII,2013,LXIII,Veracruz
PRI,XXVIII,2013,LXIII,Veracruz
PVEM,XXIX,2013,LXIII,Veracruz
PVEM,XXX,2013,LXIII,Veracruz
PRI,,2013,LXIII,Veracruz
PRI,,2013,LXIII,Veracruz
PRI,,2013,LXIII,Veracruz
PRI,,2013,LXIII,Veracruz
PRI,,2013,LXIII,Veracruz
PRI,,2013,LXIII,Veracruz
PRI,,2013,LXIII,Veracruz
PRI,,2013,LXIII,Veracruz
PAN,,2013,LXIII,Veracruz
PAN,,2013,LXIII,Veracruz
PAN,,2013,LXIII,Veracruz
PAN,,2013,LXIII,Veracruz
PAN,,2013,LXIII,Veracruz
PAN,,2013,LXIII,Veracruz
PVEM,,2013,LXIII,Veracruz
PRD,,2013,LXIII,Veracruz
PRD,,2013,LXIII,Veracruz
PRD,,2013,LXIII,Veracruz
PT,,2013,LXIII,Veracruz
AVE,,2013,LXIII,Veracruz
PRI,,2010,LXII,Veracruz
PRI,XXVIII,2010,LXII,Veracruz
PRI,XI,2010,LXII,Veracruz
PRI,,2010,LXII,Veracruz
PRI,XX,2010,LXII,Veracruz
PRI,,2010,LXII,Veracruz
PRI,XII,2010,LXII,Veracruz
PRI,VI,2010,LXII,Veracruz
PRI,,2010,LXII,Veracruz
PRI,XXIII,2010,LXII,Veracruz
PRI,XXIV,2010,LXII,Veracruz
PRI,V,2010,LXII,Veracruz
PRI,XXVII,2010,LXII,Veracruz
PRI,XXVI,2010,LXII,Veracruz
PRI,,2010,LXII,Veracruz
PRI,XXIX,2010,LXII,Veracruz
PRI,,2010,LXII,Veracruz
PRI,XIX,2010,LXII,Veracruz
PRI,XXX,2010,LXII,Veracruz
PRI,III,2010,LXII,Veracruz
PRI,,2010,LXII,Veracruz
PRI,XVI,2010,LXII,Veracruz
PRI,X,2010,LXII,Veracruz
PRI,,2010,LXII,Veracruz
PRI,XIII,2010,LXII,Veracruz
PRI,XVIII,2010,LXII,Veracruz
PRI,XXV,2010,LXII,Veracruz
PRI,XV,2010,LXII,Veracruz
PRI,,2010,LXII,Veracruz
PAN,,2010,LXII,Veracruz
PAN,,2010,LXII,Veracruz
PAN,XXII,2010,LXII,Veracruz
PAN,XVII,2010,LXII,Veracruz
PAN,,2010,LXII,Veracruz
PAN,II,2010,LXII,Veracruz
PAN,,2010,LXII,Veracruz
PAN,VII,2010,LXII,Veracruz
PAN,,2010,LXII,Veracruz
PAN,,2010,LXII,Veracruz
PAN,XXI,2010,LXII,Veracruz
PAN,I,2010,LXII,Veracruz
PAN,,2010,LXII,Veracruz
PAN,IV,2010,LXII,Veracruz
PANAL,IX,2010,LXII,Veracruz
PANAL,XIV,2010,LXII,Veracruz
PANAL,,2010,LXII,Veracruz
PANAL,VIII,2010,LXII,Veracruz
PRDCONV,,2010,LXII,Veracruz
PRDCONV,,2010,LXII,Veracruz
PRDCONV,,2010,LXII,Veracruz
PRI,I,2007,LXI,Veracruz
PRI,II,2007,LXI,Veracruz
PRI,III,2007,LXI,Veracruz
PRI,IV,2007,LXI,Veracruz
PRI,V,2007,LXI,Veracruz
PRI,VI,2007,LXI,Veracruz
PRI,VII,2007,LXI,Veracruz
PRI,VIII,2007,LXI,Veracruz
PRI,IX,2007,LXI,Veracruz
PRI,X,2007,LXI,Veracruz
PRI,XI,2007,LXI,Veracruz
PRI,XII,2007,LXI,Veracruz
PRI,XIII,2007,LXI,Veracruz
PRI,XIV,2007,LXI,Veracruz
PRI,XV,2007,LXI,Veracruz
PRI,XVI,2007,LXI,Veracruz
PRI,XVII,2007,LXI,Veracruz
PRI,XVIII,2007,LXI,Veracruz
PRI,XIX,2007,LXI,Veracruz
PRI,XX,2007,LXI,Veracruz
PRI,XXI,2007,LXI,Veracruz
PRI,XXII,2007,LXI,Veracruz
PRI,XXIII,2007,LXI,Veracruz
PRI,XXIV,2007,LXI,Veracruz
PRI,XXV,2007,LXI,Veracruz
PRI,XXVI,2007,LXI,Veracruz
PRI,XXVIII,2007,LXI,Veracruz
PRI,XXIX,2007,LXI,Veracruz
PAN,XXVII,2007,LXI,Veracruz
IND,XXX,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PAN,,2007,LXI,Veracruz
PRD,,2007,LXI,Veracruz
PRD,,2007,LXI,Veracruz
PRD,,2007,LXI,Veracruz
PRD,,2007,LXI,Veracruz
